zip,Zipcode name,City,State,County Name
30547,"HOMER, GA",HOMER,GA,BANKS
31634,"HOMERVILLE, GA",HOMERVILLE,GA,CLINCH
31543,"HORTENSE, GA",HORTENSE,GA,BRANTLEY
30548,"HOSCHTON, GA",HOSCHTON,GA,JACKSON
31039,"HOWARD, GA",HOWARD,GA,TAYLOR
30646,"HULL, GA",HULL,GA,MADISON
31041,"IDEAL, GA",IDEAL,GA,MACON
30647,"ILA, GA",ILA,GA,MADISON
39859,"IRON CITY, GA",IRON CITY,GA,SEMINOLE
31042,"IRWINTON, GA",IRWINTON,GA,WILKINSON
31760,"IRWINVILLE, GA",IRWINVILLE,GA,IRWIN
30233,"JACKSON, GA",JACKSON,GA,BUTTS
31544,"JACKSONVILLE, GA",JACKSONVILLE,GA,TELFAIR
39861,"JAKIN, GA",JAKIN,GA,EARLY
30143,"JASPER, GA",JASPER,GA,PICKENS
30549,"JEFFERSON, GA",JEFFERSON,GA,JACKSON
31044,"JEFFERSONVILLE, GA",JEFFERSONVILLE,GA,TWIGGS
31527,"JEKYLL ISLAND, GA",JEKYLL ISLAND,GA,GLYNN
30234,"JENKINSBURG, GA",JENKINSBURG,GA,BUTTS
30018,"JERSEY, GA",JERSEY,GA,WALTON
31545,"JESUP, GA",JESUP,GA,WAYNE
31546,"JESUP, GA",JESUP,GA,WAYNE
31598,"JESUP, GA",JESUP,GA,WAYNE
31045,"JEWELL, GA",JEWELL,GA,WARREN
30236,"JONESBORO, GA",JONESBORO,GA,CLAYTON
30237,"JONESBORO, GA",JONESBORO,GA,CLAYTON
30238,"JONESBORO, GA",JONESBORO,GA,CLAYTON
31046,"JULIETTE, GA",JULIETTE,GA,MONROE
31812,"JUNCTION CITY, GA",JUNCTION CITY,GA,TALBOT
31047,"KATHLEEN, GA",KATHLEEN,GA,HOUSTON
30144,"KENNESAW, GA",KENNESAW,GA,COBB
30152,"KENNESAW, GA",KENNESAW,GA,COBB
30156,"KENNESAW, GA",KENNESAW,GA,COBB
30160,"KENNESAW, GA",KENNESAW,GA,COBB
30816,"KEYSVILLE, GA",KEYSVILLE,GA,BURKE
31547,"KINGS BAY, GA",KINGS BAY,GA,CAMDEN
31548,"KINGSLAND, GA",KINGSLAND,GA,CAMDEN
30145,"KINGSTON, GA",KINGSTON,GA,BARTOW
31049,"KITE, GA",KITE,GA,JOHNSON
31050,"KNOXVILLE, GA",KNOXVILLE,GA,CRAWFORD
30728,"LA FAYETTE, GA",LA FAYETTE,GA,WALKER
30240,"LAGRANGE, GA",LAGRANGE,GA,TROUP
30241,"LAGRANGE, GA",LAGRANGE,GA,TROUP
30261,"LAGRANGE, GA",LAGRANGE,GA,TROUP
31636,"LAKE PARK, GA",LAKE PARK,GA,LOWNDES
31635,"LAKELAND, GA",LAKELAND,GA,LANIER
30552,"LAKEMONT, GA",LAKEMONT,GA,RABUN
30553,"LAVONIA, GA",LAVONIA,GA,FRANKLIN
30042,"LAWRENCEVILLE, GA",LAWRENCEVILLE,GA,GWINNETT
30043,"LAWRENCEVILLE, GA",LAWRENCEVILLE,GA,GWINNETT
30044,"LAWRENCEVILLE, GA",LAWRENCEVILLE,GA,GWINNETT
30045,"LAWRENCEVILLE, GA",LAWRENCEVILLE,GA,GWINNETT
30046,"LAWRENCEVILLE, GA",LAWRENCEVILLE,GA,GWINNETT
30049,"LAWRENCEVILLE, GA",LAWRENCEVILLE,GA,GWINNETT
39862,"LEARY, GA",LEARY,GA,CALHOUN
30146,"LEBANON, GA",LEBANON,GA,CHEROKEE
31763,"LEESBURG, GA",LEESBURG,GA,LEE
31637,"LENOX, GA",LENOX,GA,COOK
31764,"LESLIE, GA",LESLIE,GA,SUMTER
30648,"LEXINGTON, GA",LEXINGTON,GA,OGLETHORPE
30047,"LILBURN, GA",LILBURN,GA,GWINNETT
30048,"LILBURN, GA",LILBURN,GA,GWINNETT
31051,"LILLY, GA",LILLY,GA,DOOLY
30817,"LINCOLNTON, GA",LINCOLNTON,GA,LINCOLN
30147,"LINDALE, GA",LINDALE,GA,FLOYD
30122,"LITHIA SPRINGS, GA",LITHIA SPRINGS,GA,DOUGLAS
30038,"LITHONIA, GA",LITHONIA,GA,DEKALB
30058,"LITHONIA, GA",LITHONIA,GA,DEKALB
31052,"LIZELLA, GA",LIZELLA,GA,BIBB
30248,"LOCUST GROVE, GA",LOCUST GROVE,GA,HENRY
30052,"LOGANVILLE, GA",LOGANVILLE,GA,WALTON
30750,"LOOKOUT MOUNTAIN, GA",LOOKOUT MOUNTAIN,GA,WALKER
30434,"LOUISVILLE, GA",LOUISVILLE,GA,JEFFERSON
30250,"LOVEJOY, GA",LOVEJOY,GA,CLAYTON
31316,"LUDOWICI, GA",LUDOWICI,GA,LONG
30554,"LULA, GA",LULA,GA,HALL
31549,"LUMBER CITY, GA",LUMBER CITY,GA,TELFAIR
31815,"LUMPKIN, GA",LUMPKIN,GA,STEWART
30251,"LUTHERSVILLE, GA",LUTHERSVILLE,GA,MERIWETHER
30730,"LYERLY, GA",LYERLY,GA,CHATTOOGA
30436,"LYONS, GA",LYONS,GA,TOOMBS
30126,"MABLETON, GA",MABLETON,GA,COBB
31201,"MACON, GA",MACON,GA,BIBB
31202,"MACON, GA",MACON,GA,BIBB
31203,"MACON, GA",MACON,GA,BIBB
31204,"MACON, GA",MACON,GA,BIBB
31205,"MACON, GA",MACON,GA,BIBB
31206,"MACON, GA",MACON,GA,BIBB
31207,"MACON, GA",MACON,GA,BIBB
31208,"MACON, GA",MACON,GA,BIBB
31209,"MACON, GA",MACON,GA,BIBB
31210,"MACON, GA",MACON,GA,BIBB
31211,"MACON, GA",MACON,GA,BIBB
31213,"MACON, GA",MACON,GA,BIBB
31216,"MACON, GA",MACON,GA,BIBB
31217,"MACON, GA",MACON,GA,BIBB
31220,"MACON, GA",MACON,GA,BIBB
31221,"MACON, GA",MACON,GA,BIBB
31295,"MACON, GA",MACON,GA,BIBB
31296,"MACON, GA",MACON,GA,BIBB
31297,"MACON, GA",MACON,GA,BIBB
30650,"MADISON, GA",MADISON,GA,MORGAN
31816,"MANCHESTER, GA",MANCHESTER,GA,MERIWETHER
31550,"MANOR, GA",MANOR,GA,WARE
30055,"MANSFIELD, GA",MANSFIELD,GA,NEWTON
30148,"MARBLE HILL, GA",MARBLE HILL,GA,PICKENS
30006,"MARIETTA, GA",MARIETTA,GA,COBB
30007,"MARIETTA, GA",MARIETTA,GA,COBB
30008,"MARIETTA, GA",MARIETTA,GA,COBB
30060,"MARIETTA, GA",MARIETTA,GA,COBB
30061,"MARIETTA, GA",MARIETTA,GA,COBB
30062,"MARIETTA, GA",MARIETTA,GA,COBB
30063,"MARIETTA, GA",MARIETTA,GA,COBB
30064,"MARIETTA, GA",MARIETTA,GA,COBB
30065,"MARIETTA, GA",MARIETTA,GA,COBB
30066,"MARIETTA, GA",MARIETTA,GA,COBB
30067,"MARIETTA, GA",MARIETTA,GA,COBB
30068,"MARIETTA, GA",MARIETTA,GA,COBB
30069,"MARIETTA, GA",MARIETTA,GA,COBB
30090,"MARIETTA, GA",MARIETTA,GA,COBB
31057,"MARSHALLVILLE, GA",MARSHALLVILLE,GA,MACON
30557,"MARTIN, GA",MARTIN,GA,STEPHENS
30818,"MATTHEWS, GA",MATTHEWS,GA,JEFFERSON
31058,"MAUK, GA",MAUK,GA,MARION
30671,"MAXEYS, GA",MAXEYS,GA,OGLETHORPE
30558,"MAYSVILLE, GA",MAYSVILLE,GA,BANKS
30555,"MC CAYSVILLE, GA",MC CAYSVILLE,GA,FANNIN
31054,"MC INTYRE, GA",MC INTYRE,GA,WILKINSON
31055,"MC RAE, GA",MC RAE,GA,TELFAIR
30252,"MCDONOUGH, GA",MCDONOUGH,GA,HENRY
30253,"MCDONOUGH, GA",MCDONOUGH,GA,HENRY
30256,"MEANSVILLE, GA",MEANSVILLE,GA,PIKE
31765,"MEIGS, GA",MEIGS,GA,THOMAS
31318,"MELDRIM, GA",MELDRIM,GA,EFFINGHAM
30731,"MENLO, GA",MENLO,GA,CHATTOOGA
31319,"MERIDIAN, GA",MERIDIAN,GA,MCINTOSH
31551,"MERSHON, GA",MERSHON,GA,PIERCE
30439,"METTER, GA",METTER,GA,CANDLER
31820,"MIDLAND, GA",MIDLAND,GA,MUSCOGEE
30441,"MIDVILLE, GA",MIDVILLE,GA,BURKE
31320,"MIDWAY, GA",MIDWAY,GA,LIBERTY
31060,"MILAN, GA",MILAN,GA,DODGE
31059,"MILLEDGEVILLE, GA",MILLEDGEVILLE,GA,BALDWIN
31061,"MILLEDGEVILLE, GA",MILLEDGEVILLE,GA,BALDWIN
31062,"MILLEDGEVILLE, GA",MILLEDGEVILLE,GA,BALDWIN
30442,"MILLEN, GA",MILLEN,GA,JENKINS
31552,"MILLWOOD, GA",MILLWOOD,GA,WARE
30257,"MILNER, GA",MILNER,GA,LAMAR
30559,"MINERAL BLUFF, GA",MINERAL BLUFF,GA,FANNIN
30820,"MITCHELL, GA",MITCHELL,GA,GLASCOCK
30258,"MOLENA, GA",MOLENA,GA,PIKE
30655,"MONROE, GA",MONROE,GA,WALTON
30656,"MONROE, GA",MONROE,GA,WALTON
31063,"MONTEZUMA, GA",MONTEZUMA,GA,MACON
31064,"MONTICELLO, GA",MONTICELLO,GA,JASPER
31065,"MONTROSE, GA",MONTROSE,GA,LAURENS
31699,"MOODY AFB, GA",MOODY AFB,GA,LOWNDES
30259,"MORELAND, GA",MORELAND,GA,COWETA
39866,"MORGAN, GA",MORGAN,GA,CALHOUN
30560,"MORGANTON, GA",MORGANTON,GA,FANNIN
39867,"MORRIS, GA",MORRIS,GA,QUITMAN
30260,"MORROW, GA",MORROW,GA,CLAYTON
30287,"MORROW, GA",MORROW,GA,CLAYTON
31638,"MORVEN, GA",MORVEN,GA,BROOKS
31768,"MOULTRIE, GA",MOULTRIE,GA,COLQUITT
31776,"MOULTRIE, GA",MOULTRIE,GA,COLQUITT
31788,"MOULTRIE, GA",MOULTRIE,GA,COLQUITT
30563,"MOUNT AIRY, GA",MOUNT AIRY,GA,HABERSHAM
30149,"MOUNT BERRY, GA",MOUNT BERRY,GA,FLOYD
30445,"MOUNT VERNON, GA",MOUNT VERNON,GA,MONTGOMERY
30150,"MOUNT ZION, GA",MOUNT ZION,GA,CARROLL
30562,"MOUNTAIN CITY, GA",MOUNTAIN CITY,GA,RABUN
30564,"MURRAYVILLE, GA",MURRAYVILLE,GA,HALL
31066,"MUSELLA, GA",MUSELLA,GA,CRAWFORD
31769,"MYSTIC, GA",MYSTIC,GA,IRWIN
31553,"NAHUNTA, GA",NAHUNTA,GA,BRANTLEY
31639,"NASHVILLE, GA",NASHVILLE,GA,BERRIEN
31641,"NAYLOR, GA",NAYLOR,GA,LOWNDES
30151,"NELSON, GA",NELSON,GA,CHEROKEE
30056,"NEWBORN, GA",NEWBORN,GA,NEWTON
30446,"NEWINGTON, GA",NEWINGTON,GA,SCREVEN
30263,"NEWNAN, GA",NEWNAN,GA,COWETA
30264,"NEWNAN, GA",NEWNAN,GA,COWETA
30265,"NEWNAN, GA",NEWNAN,GA,COWETA
30271,"NEWNAN, GA",NEWNAN,GA,COWETA
39870,"NEWTON, GA",NEWTON,GA,BAKER
31554,"NICHOLLS, GA",NICHOLLS,GA,COFFEE
30565,"NICHOLSON, GA",NICHOLSON,GA,JACKSON
30003,"NORCROSS, GA",NORCROSS,GA,GWINNETT
30010,"NORCROSS, GA",NORCROSS,GA,GWINNETT
30071,"NORCROSS, GA",NORCROSS,GA,GWINNETT
30091,"NORCROSS, GA",NORCROSS,GA,GWINNETT
30093,"NORCROSS, GA",NORCROSS,GA,GWINNETT
31771,"NORMAN PARK, GA",NORMAN PARK,GA,COLQUITT
30026,"NORTH METRO, GA",NORTH METRO,GA,GWINNETT
30029,"NORTH METRO, GA",NORTH METRO,GA,GWINNETT
30821,"NORWOOD, GA",NORWOOD,GA,WARREN
30448,"NUNEZ, GA",NUNEZ,GA,EMANUEL
31772,"OAKFIELD, GA",OAKFIELD,GA,WORTH
30732,"OAKMAN, GA",OAKMAN,GA,GORDON
30566,"OAKWOOD, GA",OAKWOOD,GA,HALL
31773,"OCHLOCKNEE, GA",OCHLOCKNEE,GA,THOMAS
31774,"OCILLA, GA",OCILLA,GA,IRWIN
31067,"OCONEE, GA",OCONEE,GA,WASHINGTON
31555,"ODUM, GA",ODUM,GA,WAYNE
31556,"OFFERMAN, GA",OFFERMAN,GA,PIERCE
31068,"OGLETHORPE, GA",OGLETHORPE,GA,MACON
30449,"OLIVER, GA",OLIVER,GA,SCREVEN
31821,"OMAHA, GA",OMAHA,GA,STEWART
31775,"OMEGA, GA",OMEGA,GA,TIFT
30266,"ORCHARD HILL, GA",ORCHARD HILL,GA,SPALDING
30054,"OXFORD, GA",OXFORD,GA,NEWTON
30268,"PALMETTO, GA",PALMETTO,GA,FULTON
39877,"PARROTT, GA",PARROTT,GA,TERRELL
31557,"PATTERSON, GA",PATTERSON,GA,PIERCE
31778,"PAVO, GA",PAVO,GA,THOMAS
30269,"PEACHTREE CITY, GA",PEACHTREE CITY,GA,FAYETTE
31169,"PEACHTREE CITY, GA",PEACHTREE CITY,GA,FAYETTE
30092,"PEACHTREE CORNERS, GA",PEACHTREE CORNERS,GA,GWINNETT
31642,"PEARSON, GA",PEARSON,GA,ATKINSON
31779,"PELHAM, GA",PELHAM,GA,MITCHELL
31321,"PEMBROKE, GA",PEMBROKE,GA,BRYAN
30567,"PENDERGRASS, GA",PENDERGRASS,GA,JACKSON
30822,"PERKINS, GA",PERKINS,GA,JENKINS
31069,"PERRY, GA",PERRY,GA,HOUSTON
30072,"PINE LAKE, GA",PINE LAKE,GA,DEKALB
31822,"PINE MOUNTAIN, GA",PINE MOUNTAIN,GA,HARRIS
31823,"PINE MOUNTAIN VALLEY, GA",PINE MOUNTAIN VALLEY,GA,HARRIS
31070,"PINEHURST, GA",PINEHURST,GA,DOOLY
31071,"PINEVIEW, GA",PINEVIEW,GA,WILCOX
31072,"PITTS, GA",PITTS,GA,WILCOX
31780,"PLAINS, GA",PLAINS,GA,SUMTER
30733,"PLAINVILLE, GA",PLAINVILLE,GA,GORDON
31322,"POOLER, GA",POOLER,GA,CHATHAM
31407,"PORT WENTWORTH, GA",PORT WENTWORTH,GA,CHATHAM
30450,"PORTAL, GA",PORTAL,GA,BULLOCH
30070,"PORTERDALE, GA",PORTERDALE,GA,NEWTON
31781,"POULAN, GA",POULAN,GA,WORTH
30127,"POWDER SPRINGS, GA",POWDER SPRINGS,GA,COBB
31824,"PRESTON, GA",PRESTON,GA,WEBSTER
30451,"PULASKI, GA",PULASKI,GA,CANDLER
31643,"QUITMAN, GA",QUITMAN,GA,BROOKS
30568,"RABUN GAP, GA",RABUN GAP,GA,RABUN
30734,"RANGER, GA",RANGER,GA,GORDON
31645,"RAY CITY, GA",RAY CITY,GA,BERRIEN
30660,"RAYLE, GA",RAYLE,GA,WILKES
31783,"REBECCA, GA",REBECCA,GA,TURNER
30272,"RED OAK, GA",RED OAK,GA,FULTON
30074,"REDAN, GA",REDAN,GA,DEKALB
30452,"REGISTER, GA",REGISTER,GA,BULLOCH
30453,"REIDSVILLE, GA",REIDSVILLE,GA,TATTNALL
31075,"RENTZ, GA",RENTZ,GA,LAURENS
30735,"RESACA, GA",RESACA,GA,GORDON
30273,"REX, GA",REX,GA,CLAYTON
31076,"REYNOLDS, GA",REYNOLDS,GA,TAYLOR
31077,"RHINE, GA",RHINE,GA,DODGE
31323,"RICEBORO, GA",RICEBORO,GA,LIBERTY
31825,"RICHLAND, GA",RICHLAND,GA,STEWART
31324,"RICHMOND HILL, GA",RICHMOND HILL,GA,BRYAN
31326,"RINCON, GA",RINCON,GA,EFFINGHAM
30736,"RINGGOLD, GA",RINGGOLD,GA,CATOOSA
30738,"RISING FAWN, GA",RISING FAWN,GA,DADE
30274,"RIVERDALE, GA",RIVERDALE,GA,CLAYTON
30296,"RIVERDALE, GA",RIVERDALE,GA,CLAYTON
31078,"ROBERTA, GA",ROBERTA,GA,CRAWFORD
31079,"ROCHELLE, GA",ROCHELLE,GA,WILCOX
30739,"ROCK SPRING, GA",ROCK SPRING,GA,WALKER
30454,"ROCKLEDGE, GA",ROCKLEDGE,GA,LAURENS
30153,"ROCKMART, GA",ROCKMART,GA,POLK
30740,"ROCKY FACE, GA",ROCKY FACE,GA,WHITFIELD
30455,"ROCKY FORD, GA",ROCKY FORD,GA,SCREVEN
30161,"ROME, GA",ROME,GA,FLOYD
30162,"ROME, GA",ROME,GA,FLOYD
30163,"ROME, GA",ROME,GA,FLOYD
30164,"ROME, GA",ROME,GA,FLOYD
30165,"ROME, GA",ROME,GA,FLOYD
30170,"ROOPVILLE, GA",ROOPVILLE,GA,CARROLL
30741,"ROSSVILLE, GA",ROSSVILLE,GA,WALKER
30075,"ROSWELL, GA",ROSWELL,GA,FULTON
30076,"ROSWELL, GA",ROSWELL,GA,FULTON
30077,"ROSWELL, GA",ROSWELL,GA,FULTON
30662,"ROYSTON, GA",ROYSTON,GA,FRANKLIN
31081,"RUPERT, GA",RUPERT,GA,TAYLOR
30663,"RUTLEDGE, GA",RUTLEDGE,GA,MORGAN
30171,"RYDAL, GA",RYDAL,GA,BARTOW
31562,"SAINT GEORGE, GA",SAINT GEORGE,GA,CHARLTON
31558,"SAINT MARYS, GA",SAINT MARYS,GA,CAMDEN
31522,"SAINT SIMONS ISLAND, GA",SAINT SIMONS ISLAND,GA,GLYNN
31784,"SALE CITY, GA",SALE CITY,GA,MITCHELL
31082,"SANDERSVILLE, GA",SANDERSVILLE,GA,WASHINGTON
30456,"SARDIS, GA",SARDIS,GA,BURKE
30275,"SARGENT, GA",SARGENT,GA,COWETA
39885,"SASSER, GA",SASSER,GA,TERRELL
30571,"SAUTEE NACOOCHEE, GA",SAUTEE NACOOCHEE,GA,WHITE
31401,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31402,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31403,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31404,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31405,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31406,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31408,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31409,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31410,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31411,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31412,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31414,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31415,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31416,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31418,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31419,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31420,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31421,"SAVANNAH, GA",SAVANNAH,GA,CHATHAM
31083,"SCOTLAND, GA",SCOTLAND,GA,TELFAIR
30079,"SCOTTDALE, GA",SCOTTDALE,GA,DEKALB
31560,"SCREVEN, GA",SCREVEN,GA,WAYNE
31561,"SEA ISLAND, GA",SEA ISLAND,GA,GLYNN
30276,"SENOIA, GA",SENOIA,GA,COWETA
31085,"SHADY DALE, GA",SHADY DALE,GA,JASPER
30172,"SHANNON, GA",SHANNON,GA,FLOYD
30664,"SHARON, GA",SHARON,GA,TALIAFERRO
30277,"SHARPSBURG, GA",SHARPSBURG,GA,COWETA
39886,"SHELLMAN, GA",SHELLMAN,GA,RANDOLPH
31826,"SHILOH, GA",SHILOH,GA,HARRIS
30665,"SILOAM, GA",SILOAM,GA,GREENE
30173,"SILVER CREEK, GA",SILVER CREEK,GA,FLOYD
31086,"SMARR, GA",SMARR,GA,MONROE
31787,"SMITHVILLE, GA",SMITHVILLE,GA,LEE
30080,"SMYRNA, GA",SMYRNA,GA,COBB
30081,"SMYRNA, GA",SMYRNA,GA,COBB
30082,"SMYRNA, GA",SMYRNA,GA,COBB
30039,"SNELLVILLE, GA",SNELLVILLE,GA,GWINNETT
30078,"SNELLVILLE, GA",SNELLVILLE,GA,GWINNETT
30025,"SOCIAL CIRCLE, GA",SOCIAL CIRCLE,GA,WALTON
30457,"SOPERTON, GA",SOPERTON,GA,TREUTLEN
31647,"SPARKS, GA",SPARKS,GA,COOK
31087,"SPARTA, GA",SPARTA,GA,HANCOCK
31329,"SPRINGFIELD, GA",SPRINGFIELD,GA,EFFINGHAM
30823,"STAPLETON, GA",STAPLETON,GA,JEFFERSON
31648,"STATENVILLE, GA",STATENVILLE,GA,ECHOLS
30458,"STATESBORO, GA",STATESBORO,GA,BULLOCH
30459,"STATESBORO, GA",STATESBORO,GA,BULLOCH
30460,"STATESBORO, GA",STATESBORO,GA,BULLOCH
30461,"STATESBORO, GA",STATESBORO,GA,BULLOCH
30666,"STATHAM, GA",STATHAM,GA,BARROW
30667,"STEPHENS, GA",STEPHENS,GA,OGLETHORPE
30464,"STILLMORE, GA",STILLMORE,GA,EMANUEL
30281,"STOCKBRIDGE, GA",STOCKBRIDGE,GA,HENRY
31649,"STOCKTON, GA",STOCKTON,GA,LANIER
30083,"STONE MOUNTAIN, GA",STONE MOUNTAIN,GA,DEKALB
30086,"STONE MOUNTAIN, GA",STONE MOUNTAIN,GA,DEKALB
30087,"STONE MOUNTAIN, GA",STONE MOUNTAIN,GA,DEKALB
30088,"STONE MOUNTAIN, GA",STONE MOUNTAIN,GA,DEKALB
30572,"SUCHES, GA",SUCHES,GA,UNION
30746,"SUGAR VALLEY, GA",SUGAR VALLEY,GA,GORDON
30747,"SUMMERVILLE, GA",SUMMERVILLE,GA,CHATTOOGA
31789,"SUMNER, GA",SUMNER,GA,WORTH
30284,"SUNNY SIDE, GA",SUNNY SIDE,GA,SPALDING
31563,"SURRENCY, GA",SURRENCY,GA,APPLING
30024,"SUWANEE, GA",SUWANEE,GA,GWINNETT
30401,"SWAINSBORO, GA",SWAINSBORO,GA,EMANUEL
31790,"SYCAMORE, GA",SYCAMORE,GA,TURNER
30467,"SYLVANIA, GA",SYLVANIA,GA,SCREVEN
31791,"SYLVESTER, GA",SYLVESTER,GA,WORTH
31827,"TALBOTTON, GA",TALBOTTON,GA,TALBOT
30175,"TALKING ROCK, GA",TALKING ROCK,GA,PICKENS
30176,"TALLAPOOSA, GA",TALLAPOOSA,GA,HARALSON
30573,"TALLULAH FALLS, GA",TALLULAH FALLS,GA,RABUN
30575,"TALMO, GA",TALMO,GA,JACKSON
30470,"TARRYTOWN, GA",TARRYTOWN,GA,MONTGOMERY
30177,"TATE, GA",TATE,GA,PICKENS
30178,"TAYLORSVILLE, GA",TAYLORSVILLE,GA,BARTOW
30179,"TEMPLE, GA",TEMPLE,GA,CARROLL
30751,"TENNGA, GA",TENNGA,GA,MURRAY
31089,"TENNILLE, GA",TENNILLE,GA,WASHINGTON
30285,"THE ROCK, GA",THE ROCK,GA,UPSON
30286,"THOMASTON, GA",THOMASTON,GA,UPSON
31757,"THOMASVILLE, GA",THOMASVILLE,GA,THOMAS
31758,"THOMASVILLE, GA",THOMASVILLE,GA,THOMAS
31792,"THOMASVILLE, GA",THOMASVILLE,GA,THOMAS
31799,"THOMASVILLE, GA",THOMASVILLE,GA,THOMAS
30824,"THOMSON, GA",THOMSON,GA,MCDUFFIE
31793,"TIFTON, GA",TIFTON,GA,TIFT
31794,"TIFTON, GA",TIFTON,GA,TIFT
30576,"TIGER, GA",TIGER,GA,RABUN
30668,"TIGNALL, GA",TIGNALL,GA,WILKES
30577,"TOCCOA, GA",TOCCOA,GA,STEPHENS
30598,"TOCCOA FALLS, GA",TOCCOA FALLS,GA,STEPHENS
31090,"TOOMSBORO, GA",TOOMSBORO,GA,WILKINSON
31331,"TOWNSEND, GA",TOWNSEND,GA,MCINTOSH
30752,"TRENTON, GA",TRENTON,GA,DADE
30753,"TRION, GA",TRION,GA,CHATTOOGA
30084,"TUCKER, GA",TUCKER,GA,DEKALB
30085,"TUCKER, GA",TUCKER,GA,DEKALB
30755,"TUNNEL HILL, GA",TUNNEL HILL,GA,WHITFIELD
30289,"TURIN, GA",TURIN,GA,COWETA
30580,"TURNERVILLE, GA",TURNERVILLE,GA,HABERSHAM
30471,"TWIN CITY, GA",TWIN CITY,GA,EMANUEL
31795,"TY TY, GA",TY TY,GA,TIFT
31328,"TYBEE ISLAND, GA",TYBEE ISLAND,GA,CHATHAM
30290,"TYRONE, GA",TYRONE,GA,FAYETTE
31091,"UNADILLA, GA",UNADILLA,GA,DOOLY
30291,"UNION CITY, GA",UNION CITY,GA,FULTON
30669,"UNION POINT, GA",UNION POINT,GA,GREENE
31829,"UPATOI, GA",UPATOI,GA,MUSCOGEE
30473,"UVALDA, GA",UVALDA,GA,MONTGOMERY
31601,"VALDOSTA, GA",VALDOSTA,GA,LOWNDES
31602,"VALDOSTA, GA",VALDOSTA,GA,LOWNDES
31603,"VALDOSTA, GA",VALDOSTA,GA,LOWNDES
31604,"VALDOSTA, GA",VALDOSTA,GA,LOWNDES
31605,"VALDOSTA, GA",VALDOSTA,GA,LOWNDES
31606,"VALDOSTA, GA",VALDOSTA,GA,LOWNDES
31698,"VALDOSTA, GA",VALDOSTA,GA,LOWNDES
30756,"VARNELL, GA",VARNELL,GA,WHITFIELD
30474,"VIDALIA, GA",VIDALIA,GA,TOOMBS
30475,"VIDALIA, GA",VIDALIA,GA,TOOMBS
31092,"VIENNA, GA",VIENNA,GA,DOOLY
30180,"VILLA RICA, GA",VILLA RICA,GA,CARROLL
30182,"WACO, GA",WACO,GA,HARALSON
30477,"WADLEY, GA",WADLEY,GA,JEFFERSON
30183,"WALESKA, GA",WALESKA,GA,CHEROKEE
31333,"WALTHOURVILLE, GA",WALTHOURVILLE,GA,LIBERTY
31830,"WARM SPRINGS, GA",WARM SPRINGS,GA,MERIWETHER
31088,"WARNER ROBINS, GA",WARNER ROBINS,GA,HOUSTON
31093,"WARNER ROBINS, GA",WARNER ROBINS,GA,HOUSTON
31095,"WARNER ROBINS, GA",WARNER ROBINS,GA,HOUSTON
31098,"WARNER ROBINS, GA",WARNER ROBINS,GA,HOUSTON
31099,"WARNER ROBINS, GA",WARNER ROBINS,GA,HOUSTON
30828,"WARRENTON, GA",WARRENTON,GA,WARREN
31094,"WARTHEN, GA",WARTHEN,GA,WASHINGTON
31796,"WARWICK, GA",WARWICK,GA,WORTH
30673,"WASHINGTON, GA",WASHINGTON,GA,WILKES
30677,"WATKINSVILLE, GA",WATKINSVILLE,GA,OCONEE
31565,"WAVERLY, GA",WAVERLY,GA,CAMDEN
31831,"WAVERLY HALL, GA",WAVERLY HALL,GA,HARRIS
31501,"WAYCROSS, GA",WAYCROSS,GA,WARE
31502,"WAYCROSS, GA",WAYCROSS,GA,WARE
31503,"WAYCROSS, GA",WAYCROSS,GA,WARE
30830,"WAYNESBORO, GA",WAYNESBORO,GA,BURKE
31566,"WAYNESVILLE, GA",WAYNESVILLE,GA,BRANTLEY
31567,"WEST GREEN, GA",WEST GREEN,GA,COFFEE
31833,"WEST POINT, GA",WEST POINT,GA,TROUP
31832,"WESTON, GA",WESTON,GA,WEBSTER
39897,"WHIGHAM, GA",WHIGHAM,GA,GRADY
30184,"WHITE, GA",WHITE,GA,BARTOW
31568,"WHITE OAK, GA",WHITE OAK,GA,CAMDEN
30678,"WHITE PLAINS, GA",WHITE PLAINS,GA,GREENE
30185,"WHITESBURG, GA",WHITESBURG,GA,CARROLL
30757,"WILDWOOD, GA",WILDWOOD,GA,DADE
30581,"WILEY, GA",WILEY,GA,RABUN
31650,"WILLACOOCHEE, GA",WILLACOOCHEE,GA,ATKINSON
